age,education,marital-status,relationship,sex,income
24.0,Bachelors,Never-married,Own-child,Female,<=50K
17.0,11th,Never-married,,,<=50K
49.0,,,Not-in-family,Male,<=50K
54.0,,Married-civ-spouse,Husband,Male,>50K
41.0,Bachelors,Married-civ-spouse,Husband,,>50K
49.0,,Married-civ-spouse,Husband,,
36.0,,Never-married,Not-in-family,,<=50K
23.0,HS-grad,Never-married,,,<=50K
63.0,Some-college,Widowed,Not-in-family,Female,
67.0,HS-grad,Married-civ-spouse,Husband,Male,
23.0,HS-grad,Never-married,,,
22.0,Bachelors,Never-married,Own-child,,<=50K
66.0,,Married-civ-spouse,,Male,<=50K
25.0,11th,Married-civ-spouse,,,<=50K
30.0,Some-college,Divorced,Unmarried,Female,<=50K
35.0,,Married-civ-spouse,,,
67.0,7th-8th,Married-civ-spouse,,Male,<=50K
30.0,12th,Never-married,,,
26.0,Some-college,Never-married,Not-in-family,Female,<=50K
34.0,,Married-civ-spouse,Husband,Male,<=50K
21.0,Some-college,,Own-child,,
18.0,12th,Never-married,,Male,
21.0,HS-grad,,,Male,<=50K
76.0,,Married-civ-spouse,Husband,,<=50K
,,Married-civ-spouse,Husband,Male,
26.0,HS-grad,,Wife,,<=50K
,,Never-married,Not-in-family,,<=50K
18.0,11th,,Own-child,Male,
,Assoc-voc,Married-civ-spouse,Husband,,
59.0,,Divorced,Not-in-family,Female,
55.0,,Separated,,,>50K
33.0,Some-college,,Not-in-family,,
25.0,HS-grad,Never-married,Own-child,Female,<=50K
48.0,HS-grad,Widowed,Not-in-family,Female,<=50K
64.0,Bachelors,Divorced,Not-in-family,Female,<=50K
47.0,Masters,,Not-in-family,Female,>50K
26.0,Some-college,Never-married,,Female,<=50K
36.0,,Married-civ-spouse,Husband,Male,>50K
21.0,HS-grad,Married-civ-spouse,Husband,Male,
54.0,7th-8th,,,Female,
30.0,HS-grad,Never-married,Own-child,Male,<=50K
41.0,HS-grad,Divorced,,,<=50K
,Masters,Never-married,Not-in-family,Female,
34.0,Some-college,Never-married,Other-relative,Male,<=50K
20.0,Some-college,Never-married,Own-child,,
24.0,10th,Never-married,Not-in-family,,<=50K
26.0,Bachelors,,Not-in-family,Female,
25.0,,,Not-in-family,Female,
35.0,Some-college,Divorced,Unmarried,Female,<=50K
41.0,Some-college,Divorced,Not-in-family,Male,>50K
33.0,,Never-married,Own-child,,
18.0,Some-college,Never-married,Own-child,Female,
27.0,HS-grad,Separated,Not-in-family,Male,<=50K
,HS-grad,Divorced,Unmarried,Female,<=50K
51.0,HS-grad,,Not-in-family,,<=50K
38.0,Assoc-voc,,Unmarried,Female,
41.0,,Married-civ-spouse,Wife,,<=50K
26.0,Some-college,Married-civ-spouse,Husband,,<=50K
38.0,Assoc-voc,Divorced,,Male,
54.0,9th,Married-civ-spouse,Husband,,>50K
30.0,,,Not-in-family,,
31.0,Some-college,Widowed,,,
26.0,Bachelors,Never-married,,,<=50K
75.0,Doctorate,,,,
29.0,Masters,Never-married,Own-child,,
61.0,,Married-civ-spouse,Husband,,
24.0,Some-college,Separated,Unmarried,Female,<=50K
22.0,12th,Never-married,,Male,<=50K
34.0,Assoc-acdm,Never-married,Not-in-family,,<=50K
42.0,Some-college,,Own-child,,
24.0,11th,Never-married,Not-in-family,Male,<=50K
42.0,Assoc-acdm,Married-civ-spouse,Husband,,
27.0,HS-grad,Never-married,Not-in-family,Male,
39.0,Bachelors,,Wife,,>50K
20.0,HS-grad,,Own-child,Male,
51.0,11th,Never-married,Not-in-family,,<=50K
68.0,,,Husband,Male,
28.0,HS-grad,Never-married,Own-child,Male,<=50K
43.0,,Divorced,Not-in-family,,<=50K
35.0,,,Not-in-family,Male,<=50K
44.0,HS-grad,Divorced,Unmarried,Female,
,Bachelors,Never-married,Not-in-family,,<=50K
44.0,HS-grad,Married-civ-spouse,,,
20.0,HS-grad,Married-civ-spouse,Other-relative,Female,
46.0,HS-grad,Married-civ-spouse,Husband,Male,>50K
27.0,Assoc-acdm,Married-civ-spouse,Husband,Male,
32.0,Some-college,Never-married,Not-in-family,,<=50K
46.0,Some-college,Divorced,Not-in-family,Male,<=50K
26.0,,Never-married,Not-in-family,,
20.0,,Never-married,Own-child,,
36.0,HS-grad,Married-civ-spouse,Wife,Female,<=50K
49.0,Bachelors,Married-civ-spouse,Husband,Male,>50K
32.0,HS-grad,Married-civ-spouse,,Male,>50K
32.0,,Married-civ-spouse,Husband,,>50K
,Bachelors,Married-civ-spouse,,Male,>50K
36.0,HS-grad,Never-married,Not-in-family,Male,
22.0,Some-college,Never-married,Other-relative,Male,<=50K
52.0,HS-grad,Divorced,,Female,
,,Married-civ-spouse,Husband,,>50K
22.0,Some-college,Never-married,Own-child,,<=50K
72.0,,Widowed,Unmarried,,
,Bachelors,Separated,Not-in-family,,
44.0,Some-college,,Husband,,<=50K
,,,Not-in-family,,
22.0,Some-college,Never-married,,,<=50K
59.0,Bachelors,Separated,Unmarried,,<=50K
46.0,HS-grad,,Unmarried,Female,
30.0,Assoc-voc,Married-civ-spouse,,Male,
64.0,7th-8th,,Unmarried,Female,<=50K
31.0,,,,,
64.0,HS-grad,Married-civ-spouse,Husband,Male,
,HS-grad,,Own-child,Female,<=50K
,HS-grad,Married-civ-spouse,,Male,>50K
,HS-grad,Never-married,Other-relative,,<=50K
,Bachelors,Married-civ-spouse,Husband,Male,
66.0,,,Not-in-family,Female,
23.0,Some-college,Never-married,,,<=50K
49.0,HS-grad,Married-civ-spouse,,Male,<=50K
32.0,12th,,Husband,,
49.0,Assoc-voc,Never-married,,Female,
,Some-college,Divorced,Not-in-family,Male,<=50K
28.0,,,Not-in-family,,
47.0,HS-grad,,Husband,,
41.0,HS-grad,,Own-child,Male,<=50K
34.0,,Married-civ-spouse,Husband,Male,>50K
25.0,HS-grad,Never-married,,,<=50K
20.0,,,,,<=50K
21.0,Some-college,,,Female,
25.0,HS-grad,Never-married,Unmarried,Male,
46.0,9th,Married-civ-spouse,Husband,Male,<=50K
,1st-4th,Married-civ-spouse,,Male,
41.0,Some-college,Married-civ-spouse,Husband,,
44.0,HS-grad,Never-married,Own-child,Male,<=50K
30.0,HS-grad,,Husband,,
54.0,Some-college,Married-civ-spouse,Husband,,
,HS-grad,,,,
58.0,HS-grad,Widowed,Not-in-family,Female,
21.0,Some-college,Never-married,,Female,<=50K
35.0,Masters,,Husband,Male,>50K
35.0,Prof-school,Married-civ-spouse,Husband,,>50K
19.0,Some-college,Never-married,Own-child,Male,
48.0,HS-grad,Divorced,Not-in-family,,<=50K
56.0,,Married-civ-spouse,Husband,Male,
65.0,Some-college,,Not-in-family,Female,<=50K
40.0,Bachelors,Separated,Unmarried,,
26.0,,Never-married,Not-in-family,Female,<=50K
45.0,Some-college,Married-civ-spouse,Husband,,<=50K
26.0,Some-college,Never-married,,,
32.0,HS-grad,Married-civ-spouse,Husband,Male,
35.0,Bachelors,Divorced,,,
22.0,,Never-married,Not-in-family,,<=50K
37.0,Assoc-voc,,,Female,
25.0,Bachelors,,Not-in-family,,<=50K
64.0,,Married-civ-spouse,Husband,,
46.0,,Married-civ-spouse,Husband,,>50K
30.0,HS-grad,,Own-child,Male,<=50K
63.0,Assoc-acdm,,,,>50K
51.0,,Married-civ-spouse,Husband,Male,
68.0,7th-8th,Married-civ-spouse,Husband,,<=50K
36.0,Doctorate,Married-civ-spouse,Husband,,<=50K
28.0,,Never-married,Not-in-family,,<=50K
41.0,Some-college,,Husband,,
47.0,,,,Male,<=50K
22.0,Some-college,Never-married,Unmarried,,<=50K
33.0,,Never-married,,Male,
34.0,,,Husband,,>50K
46.0,Bachelors,Married-civ-spouse,Husband,Male,
28.0,Some-college,Married-spouse-absent,Own-child,,<=50K
,HS-grad,Married-civ-spouse,Husband,,>50K
18.0,,Never-married,Own-child,,<=50K
33.0,Masters,Married-civ-spouse,,Male,>50K
51.0,HS-grad,Married-civ-spouse,Husband,Male,
56.0,,,Husband,Male,<=50K
,,,Unmarried,,<=50K
29.0,,Never-married,Unmarried,,<=50K
40.0,Some-college,Divorced,Not-in-family,Female,
53.0,Masters,Married-civ-spouse,Husband,Male,>50K
22.0,HS-grad,Never-married,,Male,
33.0,,,,Male,>50K
28.0,,,Not-in-family,,<=50K
63.0,,Married-civ-spouse,Wife,,
53.0,Doctorate,Married-civ-spouse,Husband,,>50K
37.0,10th,Married-civ-spouse,,Male,<=50K
50.0,Some-college,Divorced,Unmarried,Male,
22.0,HS-grad,Never-married,Own-child,Male,
40.0,,Never-married,,,<=50K
22.0,Bachelors,,Not-in-family,Female,>50K
21.0,,Never-married,,,<=50K
25.0,Assoc-acdm,Married-civ-spouse,Husband,,
20.0,Some-college,Never-married,Not-in-family,Female,<=50K
43.0,,Married-civ-spouse,Husband,,
29.0,Assoc-voc,,Unmarried,,
32.0,Bachelors,Married-civ-spouse,,,
42.0,Masters,Married-civ-spouse,Husband,,
33.0,,Married-civ-spouse,,,
27.0,Some-college,,Wife,,>50K
22.0,Some-college,Never-married,Own-child,Female,
29.0,Some-college,Married-civ-spouse,,Male,
29.0,,Married-civ-spouse,Husband,,<=50K
20.0,Some-college,Never-married,Own-child,,
35.0,10th,Never-married,Own-child,Male,<=50K
31.0,Bachelors,Married-civ-spouse,,Male,>50K
33.0,HS-grad,Never-married,Not-in-family,,
67.0,Some-college,Married-civ-spouse,,,<=50K
46.0,Some-college,Married-civ-spouse,Husband,,
45.0,,,Wife,,>50K
17.0,,,Own-child,,<=50K
35.0,Bachelors,Married-civ-spouse,Husband,,>50K
48.0,Bachelors,Married-spouse-absent,Not-in-family,Male,
49.0,HS-grad,Divorced,,Female,
20.0,Some-college,Never-married,,Female,<=50K
,HS-grad,Married-civ-spouse,Husband,Male,<=50K
64.0,Some-college,Married-civ-spouse,,,
53.0,Some-college,Separated,,Male,<=50K
52.0,HS-grad,,Not-in-family,Female,<=50K
29.0,HS-grad,Married-civ-spouse,Husband,,
32.0,HS-grad,Married-civ-spouse,,Male,>50K
,Bachelors,Married-civ-spouse,,Female,
30.0,Some-college,Never-married,Other-relative,Male,<=50K
34.0,HS-grad,Married-civ-spouse,Husband,,
19.0,Some-college,,,,
39.0,HS-grad,Never-married,,Male,<=50K
28.0,11th,Never-married,Other-relative,,<=50K
17.0,12th,Never-married,Not-in-family,,
54.0,Bachelors,Never-married,Not-in-family,,
24.0,,Never-married,Own-child,Male,<=50K
,HS-grad,,Own-child,,<=50K
25.0,,,Unmarried,Female,
48.0,Some-college,,Wife,Female,>50K
24.0,,Never-married,Own-child,Female,<=50K
31.0,,Married-civ-spouse,Husband,Male,
,Some-college,Married-civ-spouse,Husband,Male,
45.0,,,Husband,,>50K
,Some-college,Never-married,Own-child,Female,
52.0,Some-college,Married-civ-spouse,,,
52.0,HS-grad,Married-civ-spouse,,Male,
19.0,HS-grad,,Other-relative,Female,<=50K
60.0,HS-grad,,Husband,Male,<=50K
43.0,Masters,Married-civ-spouse,Husband,Male,>50K
24.0,Assoc-acdm,Divorced,,Female,
,Some-college,Never-married,Own-child,,
51.0,,,Not-in-family,,<=50K
38.0,9th,Divorced,Not-in-family,Male,
21.0,Some-college,Never-married,Own-child,,<=50K
40.0,HS-grad,Married-civ-spouse,Husband,,>50K
54.0,,Widowed,,,<=50K
35.0,,Never-married,Other-relative,Male,<=50K
,11th,Separated,Unmarried,Male,<=50K
53.0,HS-grad,Married-civ-spouse,Husband,Male,
56.0,,Widowed,Not-in-family,Female,
35.0,HS-grad,,Unmarried,,<=50K
43.0,,Divorced,Unmarried,,
29.0,,Married-civ-spouse,Husband,,<=50K
29.0,HS-grad,Married-civ-spouse,Husband,Male,
27.0,,Never-married,,Female,<=50K
58.0,,,,Male,<=50K
64.0,HS-grad,Married-civ-spouse,Husband,,<=50K
53.0,,Married-civ-spouse,Wife,Female,<=50K
21.0,HS-grad,,,Female,<=50K
,,Divorced,Not-in-family,,<=50K
52.0,Doctorate,Married-civ-spouse,Husband,Male,>50K
38.0,,Never-married,Not-in-family,,<=50K
40.0,Some-college,Divorced,,Female,
,HS-grad,Married-civ-spouse,Husband,,<=50K
56.0,,Never-married,Not-in-family,Female,>50K
68.0,Doctorate,,Husband,Male,>50K
24.0,HS-grad,Never-married,Not-in-family,Male,
40.0,Prof-school,Married-civ-spouse,Husband,,>50K
,Prof-school,Married-civ-spouse,,,
38.0,Bachelors,Never-married,Not-in-family,Female,<=50K
,HS-grad,,Husband,Male,
18.0,,Never-married,Own-child,,
57.0,,Married-civ-spouse,Husband,Male,
49.0,HS-grad,Separated,Not-in-family,Female,
25.0,Some-college,Never-married,Own-child,,<=50K
52.0,Some-college,Divorced,Not-in-family,,<=50K
56.0,10th,Divorced,Not-in-family,,<=50K
26.0,Some-college,Never-married,Not-in-family,,
19.0,HS-grad,Never-married,Not-in-family,Female,
25.0,Bachelors,Never-married,Own-child,,
,,Married-civ-spouse,,,
21.0,HS-grad,Never-married,Other-relative,Male,
48.0,7th-8th,Married-civ-spouse,Husband,Male,<=50K
33.0,,Married-civ-spouse,Husband,Male,<=50K
31.0,HS-grad,,Own-child,,<=50K
26.0,HS-grad,,Unmarried,Male,<=50K
37.0,Bachelors,,Not-in-family,,<=50K
29.0,Some-college,Divorced,,Female,
20.0,Some-college,,Own-child,Male,<=50K
28.0,,Married-civ-spouse,Husband,,<=50K
49.0,HS-grad,Widowed,Unmarried,Female,
73.0,,Never-married,,,<=50K
49.0,Masters,Married-civ-spouse,Husband,Male,
51.0,Some-college,Married-civ-spouse,Wife,Female,>50K
,Some-college,Married-civ-spouse,,Male,
24.0,Assoc-voc,Never-married,Own-child,Female,
18.0,12th,Never-married,Own-child,,
41.0,,Married-civ-spouse,Husband,,
46.0,HS-grad,Married-civ-spouse,Husband,,
46.0,HS-grad,,,,
64.0,10th,Married-civ-spouse,Husband,Male,>50K
50.0,Prof-school,,Husband,,>50K
53.0,,Married-civ-spouse,Husband,Male,
21.0,,Never-married,,,
22.0,Some-college,Married-civ-spouse,Husband,,
37.0,,Divorced,Unmarried,,
39.0,Prof-school,Never-married,Not-in-family,,>50K
30.0,Bachelors,Married-civ-spouse,Husband,Male,<=50K
25.0,Bachelors,Never-married,Not-in-family,Male,
26.0,,Never-married,Unmarried,Female,<=50K
43.0,Bachelors,Never-married,Not-in-family,,<=50K
,,Widowed,Unmarried,Female,
27.0,HS-grad,Married-spouse-absent,,,<=50K
,10th,Married-civ-spouse,Husband,Male,>50K
20.0,,Never-married,Own-child,Male,<=50K
25.0,,Never-married,Not-in-family,,
28.0,Assoc-acdm,Separated,Not-in-family,Male,<=50K
29.0,Bachelors,Never-married,Not-in-family,,<=50K
60.0,11th,Married-civ-spouse,Husband,,>50K
37.0,,Married-civ-spouse,Wife,Female,
25.0,11th,,Own-child,Female,<=50K
27.0,,,Husband,,<=50K
50.0,,,,Male,
41.0,Some-college,Married-civ-spouse,Husband,,<=50K
46.0,,Married-civ-spouse,Husband,Male,<=50K
35.0,,Divorced,,,
21.0,Some-college,,Own-child,,<=50K
35.0,,Separated,Not-in-family,Female,
40.0,HS-grad,Never-married,Not-in-family,Male,
49.0,Bachelors,Married-civ-spouse,Husband,Male,>50K
29.0,Bachelors,Never-married,Not-in-family,Female,
43.0,Bachelors,Divorced,Unmarried,Female,<=50K
39.0,,Never-married,,,<=50K
,HS-grad,Never-married,Own-child,Male,
52.0,,Married-civ-spouse,Husband,Male,
25.0,,,Not-in-family,,<=50K
20.0,HS-grad,Never-married,Own-child,Female,
46.0,Some-college,Divorced,Unmarried,,<=50K
,Bachelors,Never-married,Not-in-family,Male,<=50K
29.0,Bachelors,,Other-relative,Male,
21.0,Some-college,Never-married,Own-child,,<=50K
37.0,Bachelors,Divorced,,Female,<=50K
43.0,HS-grad,Never-married,,,<=50K
19.0,HS-grad,Never-married,,,
47.0,HS-grad,Married-civ-spouse,,Male,<=50K
61.0,HS-grad,Married-civ-spouse,Husband,Male,
21.0,,Never-married,Not-in-family,Male,
35.0,,Married-civ-spouse,Husband,Male,
60.0,10th,Married-civ-spouse,Husband,Male,<=50K
27.0,,,Not-in-family,Female,<=50K
57.0,Bachelors,,Husband,,<=50K
56.0,,Married-civ-spouse,,,<=50K
27.0,,Never-married,Not-in-family,Female,<=50K
47.0,,Married-civ-spouse,Wife,Female,
19.0,HS-grad,Never-married,Not-in-family,Male,<=50K
28.0,,Divorced,,,
43.0,,Married-civ-spouse,Husband,,
63.0,Some-college,Divorced,Not-in-family,,
22.0,Some-college,Never-married,Own-child,Male,<=50K
25.0,HS-grad,Divorced,,,<=50K
35.0,HS-grad,Never-married,Own-child,Male,>50K
20.0,,Never-married,Own-child,,<=50K
48.0,10th,Married-civ-spouse,Husband,,
,Bachelors,Never-married,Not-in-family,Female,<=50K
31.0,Bachelors,,Husband,,>50K
20.0,HS-grad,Never-married,Own-child,,<=50K
57.0,,Married-civ-spouse,Husband,Male,
41.0,Assoc-voc,Married-civ-spouse,Wife,Female,
33.0,HS-grad,Divorced,Other-relative,Female,
27.0,Assoc-voc,Married-civ-spouse,,Male,<=50K
34.0,HS-grad,Married-civ-spouse,Husband,,>50K
22.0,10th,,Not-in-family,Male,<=50K
50.0,Assoc-acdm,Married-civ-spouse,Wife,,>50K
40.0,Bachelors,Married-civ-spouse,Husband,Male,>50K
37.0,HS-grad,Married-civ-spouse,Husband,,<=50K
,,,Not-in-family,,<=50K
53.0,Masters,,,Male,>50K
38.0,Some-college,Married-civ-spouse,Husband,,
,,Never-married,Not-in-family,Male,<=50K
51.0,HS-grad,Married-civ-spouse,Husband,Male,<=50K
22.0,12th,Never-married,Own-child,,<=50K
18.0,Some-college,Never-married,Own-child,Male,
41.0,11th,Married-civ-spouse,,,>50K
33.0,HS-grad,Never-married,Unmarried,,
33.0,,Never-married,,Female,
67.0,Some-college,Married-civ-spouse,,,<=50K
47.0,,,Husband,Male,>50K
24.0,,,Not-in-family,Male,
,7th-8th,,,Male,<=50K
29.0,HS-grad,Never-married,Unmarried,,
25.0,Assoc-voc,Never-married,,,<=50K
33.0,,Divorced,Not-in-family,Female,
,Bachelors,Married-civ-spouse,,,<=50K
31.0,Some-college,Married-civ-spouse,Husband,Male,>50K
32.0,Masters,,Husband,,<=50K
18.0,HS-grad,,,,<=50K
36.0,,,Unmarried,Female,<=50K
58.0,HS-grad,Widowed,,Female,<=50K
34.0,Masters,,Husband,Male,>50K
19.0,11th,,Not-in-family,Male,
21.0,,Never-married,Unmarried,Female,
36.0,HS-grad,,Not-in-family,Male,<=50K
37.0,,Married-civ-spouse,Wife,Female,>50K
43.0,,Married-civ-spouse,Wife,,
,Bachelors,Married-civ-spouse,Husband,Male,<=50K
48.0,Assoc-voc,Divorced,Not-in-family,,
43.0,,Divorced,Unmarried,Female,
,HS-grad,Never-married,Own-child,Male,
57.0,5th-6th,,Unmarried,,<=50K
37.0,Assoc-acdm,,Not-in-family,Female,<=50K
39.0,,Divorced,Unmarried,,<=50K
,Some-college,Married-civ-spouse,Husband,,>50K
27.0,,,,,<=50K
21.0,HS-grad,Never-married,Not-in-family,,<=50K
65.0,Some-college,Separated,Not-in-family,,
30.0,Some-college,Married-civ-spouse,Wife,Female,<=50K
22.0,9th,Never-married,Not-in-family,Female,
,Bachelors,Married-civ-spouse,Husband,Male,
25.0,,Separated,Own-child,,
,Assoc-voc,Married-civ-spouse,Wife,,
47.0,Assoc-voc,,,Male,>50K
23.0,,Never-married,Own-child,Male,<=50K
42.0,HS-grad,Married-civ-spouse,Husband,Male,>50K
,Some-college,Never-married,Not-in-family,,<=50K
55.0,,Married-civ-spouse,Husband,,>50K
24.0,Masters,Married-spouse-absent,,,<=50K
,Bachelors,Married-civ-spouse,,Male,
53.0,HS-grad,,Husband,Male,>50K
44.0,11th,,Unmarried,,
40.0,HS-grad,Separated,Unmarried,Female,<=50K
48.0,Some-college,Married-civ-spouse,Husband,Male,
26.0,,Separated,Unmarried,Female,
,,Never-married,Own-child,,<=50K
35.0,,Married-civ-spouse,Wife,Female,
20.0,Some-college,Never-married,,,<=50K
43.0,,Divorced,Not-in-family,Female,
37.0,HS-grad,Married-civ-spouse,Wife,Female,
30.0,HS-grad,Married-civ-spouse,Husband,Male,<=50K
41.0,HS-grad,Married-civ-spouse,,Male,
38.0,,Married-civ-spouse,Husband,,>50K
77.0,9th,Married-civ-spouse,Husband,Male,<=50K
42.0,,,Husband,Male,
20.0,,,Own-child,Male,
36.0,,Divorced,,Female,
32.0,Assoc-voc,Never-married,Other-relative,,<=50K
,Bachelors,,,,
25.0,Some-college,,Other-relative,Male,<=50K
40.0,Masters,Never-married,Not-in-family,,<=50K
,11th,Never-married,Own-child,,<=50K
,,,,Male,>50K
17.0,,,Own-child,Female,<=50K
,HS-grad,,,Female,<=50K
47.0,,Married-civ-spouse,Husband,Male,
24.0,,Separated,,,
58.0,7th-8th,Married-civ-spouse,Husband,Male,<=50K
29.0,,,Not-in-family,Male,<=50K
45.0,,,Wife,,>50K
30.0,12th,Married-civ-spouse,Husband,Male,
19.0,,Never-married,Own-child,,<=50K
59.0,,,Husband,Male,
47.0,7th-8th,Married-spouse-absent,Unmarried,Female,<=50K
41.0,Some-college,Married-civ-spouse,,Male,
28.0,Assoc-acdm,Never-married,Own-child,,<=50K
46.0,,Married-civ-spouse,Husband,Male,
40.0,Some-college,Married-civ-spouse,Husband,Male,<=50K
66.0,10th,Divorced,Not-in-family,Female,<=50K
30.0,Bachelors,,Not-in-family,,>50K
44.0,Some-college,Never-married,Own-child,Male,<=50K
58.0,,Married-civ-spouse,Husband,Male,>50K
21.0,,Never-married,Other-relative,,<=50K
59.0,9th,Widowed,Unmarried,Female,
35.0,Some-college,Married-civ-spouse,Husband,Male,<=50K
45.0,9th,Married-civ-spouse,Husband,,>50K
30.0,,Married-civ-spouse,,Male,<=50K
33.0,HS-grad,,Not-in-family,Male,
26.0,Some-college,Never-married,Not-in-family,Female,
48.0,,Separated,Unmarried,,
31.0,HS-grad,Never-married,Own-child,Female,
36.0,,Married-civ-spouse,,Male,<=50K
48.0,,,Unmarried,,<=50K
30.0,HS-grad,Married-civ-spouse,Husband,,<=50K
33.0,HS-grad,,,Male,>50K
19.0,9th,Never-married,Not-in-family,Female,<=50K
37.0,Assoc-acdm,Married-civ-spouse,Wife,Female,>50K
53.0,Bachelors,Married-civ-spouse,Husband,Male,>50K
18.0,Some-college,Never-married,,Female,
38.0,Some-college,,,,
34.0,Some-college,,Not-in-family,,
45.0,Bachelors,Married-civ-spouse,,,>50K
33.0,,Married-civ-spouse,Husband,Male,<=50K
35.0,Assoc-voc,Married-civ-spouse,,,<=50K
22.0,,Never-married,Own-child,Male,<=50K
35.0,HS-grad,Divorced,Unmarried,Female,
45.0,,,,Male,
17.0,,Never-married,Own-child,Male,<=50K
50.0,HS-grad,,,,<=50K
38.0,Bachelors,Married-civ-spouse,,Male,>50K
33.0,Some-college,Married-civ-spouse,Husband,Male,>50K
46.0,,Married-civ-spouse,Husband,Male,
25.0,,Never-married,Not-in-family,Female,
64.0,HS-grad,,Husband,,<=50K
62.0,Some-college,Married-civ-spouse,Husband,Male,<=50K
32.0,,Married-civ-spouse,Husband,,
,11th,Never-married,,Male,<=50K
61.0,HS-grad,Married-civ-spouse,,,<=50K
40.0,Doctorate,Never-married,Not-in-family,Female,
21.0,,Never-married,,Female,<=50K
39.0,,Married-civ-spouse,,,
35.0,Some-college,Married-civ-spouse,Husband,Male,
29.0,,,,Male,<=50K
27.0,Assoc-acdm,Never-married,Not-in-family,Male,<=50K
20.0,Assoc-acdm,Never-married,Not-in-family,Female,
34.0,Some-college,Married-civ-spouse,Wife,Female,>50K
51.0,Masters,Never-married,Own-child,,
45.0,,Separated,,Female,
20.0,,Never-married,Own-child,Female,
,,Married-civ-spouse,Husband,Male,<=50K
29.0,HS-grad,,Own-child,,<=50K
56.0,Bachelors,,Husband,,
55.0,,Divorced,Not-in-family,Female,
26.0,,Never-married,Own-child,Male,
46.0,,Married-civ-spouse,Husband,Male,>50K
32.0,,,Husband,Male,<=50K
28.0,HS-grad,Married-civ-spouse,Husband,,<=50K
27.0,7th-8th,Never-married,Other-relative,,
23.0,9th,Married-spouse-absent,Not-in-family,,<=50K
59.0,10th,Married-civ-spouse,Husband,Male,
26.0,,Never-married,Other-relative,,<=50K
36.0,,Never-married,Not-in-family,,<=50K
18.0,,Never-married,Own-child,Female,
33.0,9th,Divorced,,Male,
60.0,Assoc-voc,,Wife,,>50K
40.0,,Divorced,Unmarried,,<=50K
48.0,,,Husband,Male,<=50K
27.0,10th,Married-civ-spouse,Husband,Male,<=50K
19.0,Some-college,Never-married,Own-child,Male,<=50K
38.0,Bachelors,Married-civ-spouse,Husband,Male,>50K
26.0,Some-college,Divorced,Not-in-family,Male,<=50K
45.0,Assoc-voc,Married-civ-spouse,Husband,,
20.0,,Never-married,Own-child,,
32.0,HS-grad,Divorced,Unmarried,Male,
22.0,,Never-married,Own-child,,<=50K
,,Never-married,Not-in-family,Male,<=50K
38.0,HS-grad,Never-married,,Female,<=50K
34.0,HS-grad,Married-civ-spouse,Husband,Male,
,1st-4th,,,Female,<=50K
39.0,Bachelors,Divorced,Not-in-family,,<=50K
79.0,,Widowed,Not-in-family,Female,
60.0,,Married-civ-spouse,Husband,,
24.0,,Never-married,Own-child,Male,
31.0,Some-college,Married-civ-spouse,Husband,Male,
,Bachelors,,Husband,Male,
23.0,HS-grad,,Other-relative,,<=50K
31.0,Some-college,Married-civ-spouse,,,<=50K
29.0,Bachelors,Married-civ-spouse,Husband,,>50K
22.0,Bachelors,Never-married,Own-child,,<=50K
69.0,,Widowed,Not-in-family,Female,
